0,0.000000
500000,0.016967
1000000,0.025966
1500000,0.039048
2000000,0.053249
2500000,0.065067
3000000,0.077966
3500000,0.091632
4000000,0.105146
4500000,0.116900
5000000,0.130882
5500000,0.143625
6000000,0.155896
6500000,0.168060
7000000,0.181146
7500000,0.194393
8000000,0.206609
8500000,0.222311
9000000,0.236460
9500000,0.251022
10000000,0.265178
10500000,0.274876
11000000,0.290107
11500000,0.308306
12000000,0.310816
12500000,0.327154
13000000,0.335886
13500000,0.359295
14000000,0.370295
14500000,0.382269
15000000,0.387915
15500000,0.400775
16000000,0.413235
16500000,0.428898
17000000,0.442360
17500000,0.454907
18000000,0.470631
18500000,0.485056
19000000,0.499245
19500000,0.504001
20000000,0.518303
