0,0.000009
500000,0.006160
1000000,0.012077
1500000,0.017916
2000000,0.023491
2500000,0.029881
3000000,0.035737
3500000,0.040985
4000000,0.047306
4500000,0.055711
5000000,0.072097
5500000,0.074807
6000000,0.080549
6500000,0.082393
7000000,0.116082
7500000,0.116870
8000000,0.130664
8500000,0.132196
9000000,0.156849
9500000,0.161903
10000000,0.139910
10500000,0.131814
11000000,0.136919
11500000,0.133284
12000000,0.146513
12500000,0.160389
13000000,0.151945
13500000,0.179707
14000000,0.177656
14500000,0.181863
15000000,0.173247
15500000,0.195827
16000000,0.198466
16500000,0.205926
17000000,0.213185
17500000,0.215873
18000000,0.223667
18500000,0.229353
19000000,0.242952
19500000,0.236993
20000000,0.253075
