500000,0.006048
1000000,0.015156
1500000,0.040203
2000000,0.045995
2500000,0.031477
3000000,0.037625
3500000,0.046463
4000000,0.046747
4500000,0.055460
5000000,0.065430
5500000,0.063486
6000000,0.079483
6500000,0.081892
7000000,0.083799
7500000,0.090394
8000000,0.096391
8500000,0.113538
9000000,0.109398
9500000,0.118568
10000000,0.124825
10500000,0.127224
11000000,0.136114
11500000,0.153114
12000000,0.153855
12500000,0.170536
13000000,0.164481
13500000,0.171268
14000000,0.179544
14500000,0.180432
15000000,0.186715
15500000,0.193160
16000000,0.197632
16500000,0.204010
17000000,0.210326
17500000,0.223149
18000000,0.230147
18500000,0.251120
19000000,0.239875
19500000,0.241554
20000000,0.258412
